job_title,company_name,state,office_type,salary
Engineer - Backend,Shipt,NA,Hybrid,NA
Full Stack Engineer,Jellyfish,NA,NA,NA
Java Software Engineer - Remote (Contract) - NO C2C,Vaco,MI,Remote,85
"Software Engineer, Magic Visibility",Cloudflare,TX,Hybrid,137
"Software Development Engineer: Entry-Level, 2025",Qumulo,WA,On-site,NA
Software Developer,Amentum,VA,On-site,NA
Application Developer,ECS,NA,NA,NA
Software Engineer – Customer Payments Support,Publix Super Markets,FL,Hybrid,86
Associate Software Engineer (5533),MetroStar,MA,On-site,NA
Software Engineer,Arrow Search Partners,FL,Hybrid,200
Software Developer Associate,iHire,MD,On-site,102
Software Development Engineer (Summer Internship 2025),Qumulo,WA,On-site,NA
Software Engineer Intern (Summer 2025),Cloudflare,TX,Hybrid,NA
Associate Software Engineer - Launchpad,"Lowe's Companies, Inc.",NC,On-site,59.4
"Java / J2EE Developer (Lansing, MI)",Conexess Group,MI,On-site,NA
Software Engineer,CBRE,NA,NA,NA
Software Engineer,StratasCorp Technologies,VA,On-site,NA
Software Engineering Intern,Garmin,NA,NA,NA
"[2025] Software Engineer, Game Engine Performance - New Grad",Roblox,CA,Hybrid,150.1
"Software Engineer I (Web, Growth)",WHOOP,MA,On-site,NA
Cloud Engineering Services Internship,2nd Watch,WA,Remote,NA
"Software Engineer, Backend (Trust and Loyalty)",Coinbase,NA,NA,147
C++ Low Latency Trading Systems Dev-NYC- 150-300K Base+Bonus,Huxley,NY,On-site,150
Software Engineering Intern - 2025 Summer Intern,Shield AI,TX,On-site,70.0
DevOps Engineer / Azure,Motion Recruitment,TX,Hybrid,NA
Software Engineer,STR,VA,On-site,NA
Software Engineering C++ Intern - 2025 Summer Intern (R2957),Shield AI,NA,NA,68.0
Software Engineer,STR,MA,On-site,NA
Systems Engineer I,Niagara Bottling,CA,On-site,78.6
Software Engineer - Tax Calculation Engine - US Tax - Senior Associate,PwC,NA,Remote,NA
"Integration Software Engineer, Platforms & Integration",Woven by Toyota,CA,Hybrid,112
Software QA Engineer,Fluence,TX,Hybrid,NA
Associate Data Engineer - Launchpad,"Lowe's Companies, Inc.",NC,On-site,NA
C++ Low Latency Trading Systems Dev-Chicago-150-300K Base+Bonus,Huxley,NY,On-site,150
Embedded Software Engineer | Intern,Gecko Robotics,PA,On-site,NA
Machine Learning Engineer,EvenUp,CA,Remote,NA
Java Full Stack Developer - Typescript,Tata Consultancy Services,GA,On-site,NA
Data Engineering Intern,Kenworth Truck Co.,OH,On-site,NA
Machine Learning Engineer - Customer Enablement,Lambda,NA,NA,144
Software Programmer Analyst Level 2/3 (C#/SQL) - R10178006,Northrop Grumman,NA,NA,70.2
Junior HPC Linux Engineer - Up to $250k 1st Year Comp - Elite High Frequency Trading Firm,Hunter Bond,NA,NA,250
Software Engineer - Tax Calculation Engine - US Tax - Senior Associate,PwC,NA,Remote,83
Information Technology - Software Engineers - 2025 Summer Internships,Westinghouse Electric Company,PA,On-site,NA
Agentforce Forward Deployed Engineer,Slack,CA,On-site,137.1
Associate Statistical Programmer,Rho,NA,NA,55
Embedded Software Engineer,EarthCam,NJ,On-site,NA
#16066 - Junior SAP Developers,Qualitest,NA,NA,60
"Data Engineer, Data Cycling Center - USDS",TikTok,NA,NA,137.8
Internship - ATC Software (Summer 2025),Alstom,PA,On-site,NA
"ETL Agile Developer, Associate II (Hybrid - 3 Days in Office)",Freddie Mac,VA,Hybrid,85
Systems Engineer,Niagara Bottling,CA,Hybrid,69.6
CMM Programmer,"Hartzell Propeller, Inc.",OH,On-site,NA
