job_title,company_name,state,office_type,salary
Software Engineer I,Spectrum,NA,NA,67.1
Software Engineer,Torch Dental,NY,On-site,130
Software Engineer II,Nike,NA,NA,82.9
"Intermediate Backend Engineer, Organizations",GitLab,NA,NA,NA
Software Engineer,SailPoint,NA,NA,NA
Jr. Software Engineer (SWE 0),Quevera,MD,On-site,NA
Software Engineer II,AppFolio,CA,On-site,NA
Software Engineer,Westinghouse Electric Company,PA,On-site,NA
Full Stack .NET Developer / Hybrid,Motion Recruitment,TX,Hybrid,NA
Software Engineer,"Bectran, Inc.",IL,On-site,NA
Software Engineer II,Aditi Consulting,NA,NA,NA
QA Engineer I,New American Funding,NA,NA,NA
Software Engineer,The Depository Trust & Clearing Corporation (DTCC),FL,Hybrid,NA
Software Engineering Internship Program (2025),Wikimedia Foundation,NA,NA,NA
Software Engineer,SpaceX,TX,On-site,NA
Backend Web Developer,CALSTART,NA,NA,NA
Software Engineer,Macquarie Group,NA,NA,NA
Associate DevOps Engineer,Spectrum,NA,NA,NA
Software Engineer,Maxar Technologies,NA,NA,NA
Jr Frontend Engineer,Brooksource,NA,On-site,56.0
Software Engineer (Operations/ Development),Williams International,MI,On-site,NA
"Software Engineer Intern, Backend",Imprint,NA,Hybrid,NA
Software Engineer - Scheduling,Assembled,CA,Hybrid,NA
.NET Developer,Computershare U.S.,NC,Hybrid,NA
Web Engineer - Podcast,Spotify,NA,NA,NA
Full Stack Developer,Veterans United Home Loans,NA,NA,NA
Associate Software Engineer,The Hollister Group,MA,Hybrid,NA
Senior Software Engineer,CCC Intelligent Solutions,IL,Remote,98.2
Software Engineer,Imply,NA,NA,NA
Software Engineering Intern,Clayton,TN,On-site,NA
2025 Software Engineering GenAI Summer Intern - 100% Remote in US only!,Radian,NA,NA,NA
Ruby on Rails Developer - Design Systems*,Power Home Remodeling,NJ,On-site,NA
"Software Engineer Intern, Full Stack",Imprint,NA,Hybrid,NA
Associate Engineer Data Platform - US Based Remote,Anywhere Real Estate Inc.,NA,NA,NA
Software Engineer,Imply,CA,Remote,163
"Software Engineer / .NET Core / Denton, TX / Hybrid",Motion Recruitment,TX,Hybrid,NA
Cloud Engineer,FinThrive,NA,NA,NA
Data Engineer,Veterans United Home Loans,NA,NA,70
"Software Engineer, Marketing Website",Justworks,NY,Hybrid,NA
Software Development Engineer,Autodesk,OR,Hybrid,NA
Sightline Software Engineer,The Johns Hopkins University,MD,Remote,NA
Software Developer,ASRC Federal,NA,NA,NA
Remote Summer Internship - Front End | React Developer,Lifeway Christian Resources,NA,NA,NA
