job_title,company_name,state,office_type,salary
Software Engineer Intern,Intradiem,NA,NA,NA
Software Engineer - Loan Originations,Figure,NA,NA,103
Software Engineer II,G2,NA,NA,NA
Software Engineer II,Smartsheet,WA,Remote,120
Founding Software Engineer - Healthcare,EliseAI,NY,On-site,210
Software Engineer,Inspire11,NA,NA,NA
Arity - Software Engineering Intern - Arity,Arity,NA,Remote,40.0
Software Engineer I,Pattern Data,NA,NA,NA
"Software Engineer, Persistence Infrastructure",Discord,CA,Remote,159
Engineer Software 1,"Mission Technologies, a division of HII",VA,Hybrid,54.6
Web Developer,Industrial Electric Mfg. (IEM),OH,On-site,NA
Java Developer,Apex Systems,NJ,Hybrid,110.0
Software Engineer - Full Stack,WeaveGrid,NA,NA,120
Associate Software Engineer,Cubic Corporation,VA,On-site,70.0
Software Engineering Intern,Teradata,NA,On-site,58.0
Software Development Engineer 1,WEX,NA,NA,66
"Software Engineer, Associate (NJUS)",NetJets,OH,On-site,NA
Entry Level Software Developer,The Reynolds and Reynolds Company,NA,NA,NA
Software Engineer II-R-235915,Mastercard,NA,Hybrid,92
Software Engineer,Equiliem,MA,Hybrid,134.0
C#.Net React Developer,ConsultNet Technology Services and Solutions,AL,Hybrid,110.0
NetApp Emerging Talent - Entry Level Software Engineer,NetApp,NA,NA,107
Developer Associate,Northwestern University,IL,Hybrid,73
"Software Engineer, Treat Team (2025 New College Grad)",Included Health,CA,Remote,108.9
SQL Developer (Accounting),ServiceTitan,NA,NA,86
Summer 2025 UI Software Engineering Intern,Intradiem,NA,NA,NA
DevOps Engineer,DigiCert,NA,NA,NA
"Full-Stack Engineer, Alignerr",Labelbox,NA,NA,155
NA,NA,NA,NA,NA
QA Engineering Intern - Summer 2025,Altruist,CA,Hybrid,NA
Associate Solutions Engineer,EliseAI,NY,On-site,75
"Intern, Artificial Intelligence",Iridium,VA,On-site,NA
Data Engineer,Veterans United Home Loans,NA,NA,70
Intern - Software Engineering,General Atomics,CA,On-site,44.6
Software Engineer (Python / PHP),EBizCharge,NA,NA,NA
Software Engineer - ELSYS - Hybrid - (Open Rank),Georgia Tech Research Institute,GA,Hybrid,NA
Software Engineer Co-Op,LiveRamp,CA,Remote,NA
Software Engineer,COCC,CT,On-site,90
Application Development Intern,Guarantee Trust Life Insurance Company,IL,On-site,NA
Junior Application Developer,Talener,IL,Remote,70.0
Software Development Intern - Summer 2025,Bandwidth Inc.,NA,NA,NA
Data Engineering Intern,Aircapture,CA,On-site,50.0
Software Engineer (Onsite),Raytheon,CO,On-site,64
Software Engineer,StratasCorp Technologies,VA,On-site,NA
"Software Engineer, macOS",Grammarly,NA,NA,195
Software Engineer,"Global Technical Talent, an Inc. 5000 Company",MA,Remote,124.08
Software Implementation Engineer,Arch Capital Group Ltd.,NA,NA,65
Full Stack Developer,Kforce Inc,NJ,Hybrid,NA
Software Engineer IV,Kforce Inc,FL,On-site,NA
Golang Developer,Apex Systems,VA,On-site,NA
NA,NA,NA,NA,107
"Campus Undergraduate - 2025 Technology Software Engineer III Full-Time Phoenix, AZ",American Express,AZ,Hybrid,70
Software Engineer - Tax Calculation Engine - US Tax - Senior Associate,PwC,NY,Remote,83
Site Reliability Engineer - 2025 Summer Intern,Sabre Corporation,TX,Hybrid,NA
Software Engineer - Machine Learning,KLA,NA,NA,94.4
"Software QA Engineer, Global Logistics Platform",Tesla,CA,On-site,NA
Bubble.io Developer,Cydcor,CA,Hybrid,70
Intern - Solutions Engineer,NetApp,NA,NA,NA
Analyst I Software Engineer-2,DXC Technology,LA,Hybrid,NA
Backend Software Engineer/Go/Atlanta,Motion Recruitment,GA,Hybrid,NA
Intern Engineer,General Dynamics Mission Systems,MD,On-site,60.9
ServiceNow HRSD Developer,The Mom Project,CA,Hybrid,NA
Intern Engineer,General Dynamics Mission Systems,AZ,Hybrid,58.0
2025 Software Engineering Intern,Oceaneering,MD,Hybrid,60.0
FullStack Java SpringBoot SQL Windows Engineer,Kforce Inc,NJ,Hybrid,NA
