job_title,company_name,state,office_type,salary
Software Engineer,Robinhood,CA,On-site,NA
Software Engineer,Ancestry,UT,Hybrid,89.3
Software Engineer II - Performance,Fivetran,CA,Hybrid,NA
Software Engineer,Gem,CA,Hybrid,135
"Software Engineer, Investing",Block,NA,NA,NA
Software Engineer - Early Career,Datadog,NA,NA,123
Software Engineer - Summer Intern,Datadog,NA,NA,100
"Software Engineer, Payment Authentication",Square,NA,NA,NA
Software Engineer - Hybrid,Boomi,PA,Hybrid,NA
Software Engineering Intern,KLA,NA,NA,NA
Software Engineering Intern,Intuit,CA,On-site,71.0
Software Engineering Intern,Intuit,NY,On-site,71.0
"Software Engineer, Back End",Capital One,NA,NA,NA
Software Engineer,NBCUniversal,NY,On-site,105
Forward Deployed Software Engineer,Gecko Robotics,NY,Hybrid,120
Engineer II - Java (Remote),GEICO,MD,Remote,60
Software Eng Co-op,Honeywell,NA,NA,50.0
Software Engineer,Imply,NA,NA,80
"Software Engineer, Platform - Back-End",C3 AI,CA,On-site,120
Software Developer II,Assurity,NE,Remote,NA
Software Engineering Intern,GitHub,NA,NA,NA
Junior Software Engineer,Brooksource,NA,Hybrid,NA
Software Engineer - Weather Data Team,Garmin,NA,NA,NA
"Software Engineer, Platform - Full-Stack",C3 AI,CA,On-site,120
Cloud Engineer,FinThrive,NA,NA,NA
Junior dotnet Developer,Dexian,VA,Hybrid,90.0
Intern - Generative AI Research Engineer,Cotiviti,NA,NA,34.0
Cognitive AI Consultant Portugal,Bell Integration - Driving Digital Transformation,NA,NA,NA
Application Developer,Bright Horizons,NA,NA,NA
"Associate Software Engineer (Herndon, VA) 1",L3Harris Technologies,VA,On-site,NA
Associate Software Engineer,"Lowe's Companies, Inc.",NC,On-site,59.4
Software Development Engineer,Trellix,NA,NA,NA
Software Engineer Intern,Moloco,NA,NA,NA
Frontend Engineer,Ro,NY,Hybrid,150.5
Software Engineer - Vendor Management,Assembled,CA,Hybrid,125
Software Engineer - Scheduling,Assembled,CA,Hybrid,125
Java Developer,Korn Ferry,TX,On-site,NA
Summer Intern - Software Engineering,"Vizient, Inc",IL,Hybrid,48.0
Software Engineering Intern,Intuit,GA,On-site,71.0
2025 Software Engineering Summer Intern,Schonfeld,NY,On-site,125
Software Development Engineer,Adobe,NA,NA,108
AWS Developer,Robert Half,VA,On-site,99.76
Full Stack Developer,Horizontal Talent,MN,On-site,104.0
Summer Intern - Software Engineering,"Vizient, Inc",TX,Hybrid,48.0
Software Developer,General Atomics,KS,Hybrid,62.5
Junior Software Engineer Cohort,Koddi,TX,On-site,NA
"Member of Technical Staff, Banking Solutions Front-End Engineer",Anchorage Digital,NA,Remote,NA
Software Development Engineer II,Tokyo Electron US,MN,On-site,NA
"Software Engineer, Cloud Infrastructure and Platforms",DoorDash,NA,NA,NA
Software Engineering Intern **Summer 2025 (Undergraduate - ONLY)**,Nutanix,CA,Remote,60.0
Full Stack Software Engineer,Macquarie Group,NA,NA,NA
Software Engineer,KLA,NA,NA,149
"Software Engineering Intern, JAX - Summer 2025",NVIDIA,NA,NA,NA
Software Engineer,Kavaliro,MD,On-site,NA
ASG Software Engineer,SHI International Corp.,TX,On-site,60
Computer Scientist (AI Solutions),J.D. Power,MI,Remote,NA
"Software Engineer, Black Diamond",SS&C Technologies,FL,Hybrid,NA
🦃 Software Developer | Hybrid Or Onsite | W2 Only | $45 - $70 / Hr,TEKsystems,WA,Remote,90.0
QA Engineer,Epic Games,NC,On-site,NA
Spacecraft Software Engineer (Early Career),"Millennium Space Systems, A Boeing Company",CA,On-site,NA
Software Developer II,Amazon,NA,NA,129.3
"Software Engineer, iOS, 1+ Years of Experience",Snap Inc.,NA,NA,97
Software Quality Assurance Engineer II,"iRhythm Technologies, Inc.",NA,NA,85.4
Data Engineer,USI Insurance Services,NY,Remote,NA
Software Engineer,Adtran,GA,Hybrid,NA
Software Engineer II,Sierra Nevada Corporation,NA,NA,102.9
Forward Deployed Engineer,Commure,CA,On-site,NA
Associate Azure Cloud Engineer (5514),MetroStar,VA,Hybrid,NA
Full Stack Developer | Hybrid in Denver Colorado,Motion Recruitment,NA,Hybrid,NA
Software Engineer,"Champions Oncology, Inc.",NA,NA,80
Java Developer,Tata Consultancy Services,NC,On-site,100
Software Engineering Intern (Summer 2025),DriveTime,NA,NA,NA
Java Dojo Developer,Virtusa,FL,Hybrid,NA
Software Engineer (Experienced) - Contact Data,Assembled,NY,Hybrid,125
Software Engineering Simulation Intern - 2025 Summer Intern,Shield AI,NA,NA,82.0
"Software Engineer II, Task Group (R3014)",Shield AI,NA,NA,135.3
Machine Learning Engineer Intern,Moloco,NA,NA,NA
Software Development Fellow,Princeton University,NJ,On-site,NA
Jr Data Engineer,Charter Schools USA,FL,On-site,NA
Developer - Remote,Compugen Inc,IN,Remote,NA
Junior Data Scientist for Energy,Leidos,VA,Hybrid,54
Embedded Software Engineer,Komatsu,PA,On-site,NA
"Software Engineer, Android",Vivint,MA,On-site,NA
Web Developer,Senox Corporation,NA,On-site,NA
Data Engineer,CubeSmart,PA,Hybrid,NA
Ground Software Engineer — Intern (Summer 2025),Astranis Space Technologies,CA,On-site,58.0
Software Developer -- Entry Level,CGI,NA,NA,55.6
2025 AI/ML Intern - Machine Learning Engineer,Adobe,NA,NA,90.0
Junior Unity Developer,JT4,NA,NA,93
C++ Developer,ALTEN Technology USA,NA,On-site,NA
Cloud Engineer,Kforce Inc,RI,Hybrid,NA
Associate IT Engineer,Pendo.io,NC,On-site,67
Developer,Tata Consultancy Services,CA,On-site,67.1
Software Dev Engineer II,Aditi Consulting,IN,Remote,80.0
"Software Developer III, Full Stack",Kforce Inc,NJ,Hybrid,130
Salesforce Developer,Mainline Information Systems,NA,NA,NA
Machine Learning Engineer (Full Stack),Eli Lilly and Company,NA,NA,142.5
"Solutions Engineer, Central (Remote, US)",Grafana Labs,NA,NA,130
Software Engineer - Medical Devices,AbbVie,NA,NA,NA
Infrastructure Engineer I,Principal Financial Group,IA,Hybrid,60
Site Reliability Engineer II,Oscar Health,NA,NA,144
Sitecore Developer,Robert Half,TX,On-site,102.92
Software Engineer - Tax Calculation Engine - US Tax - Senior Associate,PwC,OH,Remote,83
Cloud Performance Engineer Summer Intern,Pegasystems,MA,On-site,NA
Data Engineering - Client Data - Software Engineer - Associate - Dallas,Goldman Sachs,NA,NA,NA
Data Engineer Intern,Shure Incorporated,IL,Hybrid,42.0
Ground Software Engineer — Associate (Summer 2025),Astranis Space Technologies,CA,On-site,NA
Flutter Developer (Remote),Cognizant,OH,Hybrid,68.4
SEAL Research Scientist Intern (Summer 2025),Scale AI,NA,On-site,NA
iOS Engineer,Wealthfront,CA,Hybrid,140
Test Bench and Data Analysis Engineer Intern,Zoox,CA,On-site,NA
Data Scientist (AI Solutions),J.D. Power,MI,Remote,NA
"Factory Software Engineer, Consumer Products (Starlink)",SpaceX,TX,On-site,120
Computer Vision Software Engineer,"Niantic, Inc.",CA,Hybrid,165.9
"Software Developer Engineer II, ACTI",Amazon,NA,NA,129.3
.Net Developer,Strategic Employment Partners (SEP),CA,On-site,90
"Backend Software Engineer, TikTok Live Strategy Platform",TikTok,NA,NA,137.8
Software Engineer,"BAE Systems, Inc.",MD,On-site,126.6
Software Engineer (Backend/Fullstack) - Trust and Safety,TikTok,NA,NA,216.6
Senior Software Developer,Kforce Inc,MO,On-site,120.0
Developer,Tata Consultancy Services,CA,Remote,67.1
Intermediate Human-Centered AI Engineer,MITRE,NA,NA,NA
"Data Engineer, Hybrid ( IL-Based)",AbbVie,NA,NA,NA
Data Engineer,Greystar,NA,Remote,NA
Java Programmer,Tata Consultancy Services,TX,On-site,100
Full Stack .NET + React Developer/Consultant,Perficient,NA,NA,45.9
API Infrastructure Engineer,Russell Tobin,NY,On-site,130.0
Associate Solution Engineer,Appian,VA,On-site,NA
Software Engineer (OpenCL/CUDA),Capgemini Engineering,NA,On-site,NA
Devops Engineer,Tata Consultancy Services,AR,On-site,77.1
Infrastructure Developer - Cloud Engineering,Prudential Financial,NJ,On-site,83
Junior Linux Engineer,ECS,VA,Hybrid,NA
"Data Engineering Intern, Summer 2025",Amway,MI,On-site,47.47999999999999
"Data Scientist, Product",Jellyfish,NA,NA,NA
"2025 Summer Intern, MS/PhD, Software Engineer Intern",Waymo,NA,NA,100.95999999999998
Developer Platform Engineer,LSEG (London Stock Exchange Group),NY,Hybrid,114.4
Solutions Engineer,SS&C Technologies,NA,NA,80
Developer,Kore.ai,TX,On-site,80
Interface Developer,RSI,NA,NA,65
"Technical Curriculum Developer, AWS Game-based Learning",Amazon Web Services (AWS),NA,NA,71.6
Data Engineering Intern (Summer 2025),DriveTime,NA,NA,NA
QA Test Engineer,Robert Half,LA,On-site,76.0
Full Stack Developer,Kforce Inc,IL,Remote,NA
Report Developer,Robert Half,OH,Remote,95.0
Azure Developer,"Hired by Matrix, Inc",GA,Hybrid,96.0
Business Intelligence Developer 2,Kforce Inc,GA,Remote,NA
Data Visualization Engineer,Nelnet,NA,NA,85
Developer,Kore.ai,FL,On-site,80
Developer,Tata Consultancy Services,NJ,On-site,105
Developer,Tata Consultancy Services,GA,On-site,100
AWS Data Engineer,Motion Recruitment,TX,On-site,NA
Application Developer,Dassault Systèmes,MA,Hybrid,112
Developer,Tata Consultancy Services,TX,On-site,100
Systems Engineer,Oshkosh Corporation,FL,On-site,63.5
"Salesforce Developer (Remote- Atlanta, GA Area)",Togetherwork,GA,Remote,80
Fullstack Engineer / Java,Motion Recruitment,OH,Remote,NA
"Software Engineer, Frontend Material Flow System, Factory Software",Tesla,CA,On-site,NA
Sr. Engineer - Full Stack - HCP Terraform,HashiCorp,NA,NA,176
Developer,Tata Consultancy Services,VA,On-site,100
Software Engineer,Actalent,MO,Hybrid,64.0
Technical Escalation Engineer 2 (APM) - New York,Datadog,NA,NA,85
Software Engineer Graduate (Ads Measurement Signal and Privacy Technology) - 2025 Start (BS/MS),TikTok,NA,NA,113.5
Android Software Engineer- Monetization Client,TikTok,NA,NA,136.8
Staff Data Scientist,Spring Health,NA,NA,NA
Developer,Tata Consultancy Services,TX,On-site,120
"Web Developer, Intelligence Systems",Anduril Industries,VA,On-site,168
Developer,Tata Consultancy Services,DE,On-site,100
Building Automation Programmer,Jobot,AZ,On-site,70.0
Corporate Solutions Engineer,Postman,NA,NA,140
Data Center Engineer,Tower Research Capital,NA,NA,75
Agent Behavior Software Engineer Intern,Zoox,CA,On-site,NA
Simulator Engineer,Westinghouse Electric Company,PA,On-site,NA
Data Engineer,The Hartford,CT,Hybrid,97.6
Summer 2025 Development Operations Intern,Greif,NA,NA,NA
Software Engineer - DevOps Engineer,Capgemini Engineering,NA,On-site,NA
Software Engineer Graduate (TikTok LIVE Foundation) - 2025 Start (BS/MS),TikTok,NA,NA,112
Linux/Window Engineer - New Grad,Susquehanna International Group,NA,NA,NA
Solution Engineer-AWS,Bank of America,NA,NA,100
Associate Embedded Software Engineer - Embedded Software Engineer,Capgemini Engineering,NA,On-site,46.4
Software Engineer Intern (Recommendation Infra - Data - Arch - TikTok US) - 2025 Summer (BS/MS),TikTok,NA,NA,90.0
Associate Site Reliability Engineer/Site Reliability Engineer,C3 AI,CA,On-site,116
Cloud Data Engineer,QinetiQ US,VA,On-site,NA
Application Developer,MITRE,NA,NA,NA
Systems Engineer,Astra,NA,NA,85
Developer,Tata Consultancy Services,NJ,On-site,100
Software Engineer - Tax Calculation Engine - US Tax - Senior Associate,PwC,OR,Remote,83
Full Stack Developer Jr and Mid,Parsons Corporation,FL,On-site,83.3
Data Engineer,Verizon,NJ,Hybrid,NA
Software Engineer- Referral Pipe,Apex Systems,CA,Hybrid,NA
"Data Engineer (AWS, Snowflake/Postgres)",Kforce Inc,TX,Hybrid,138.0
Systems Engineer I,"BAE Systems, Inc.",NH,On-site,61.8
Front End Developer,"V-Soft Consulting Group, Inc.",GA,On-site,NA
Software Test Engineer,HARMAN International,NA,NA,NA
"Technical Lab Developer, Curriclum Labs & Engineering",Amazon Web Services (AWS),NA,NA,106.4
Embedded Software Development Intern,NXP Semiconductors,VA,Hybrid,NA
Data Engineer,Verizon,TX,Hybrid,NA
Test Engineer,ASSA ABLOY Group,NA,NA,NA
Automation Specialist-Python Developer,Bank of America,NA,NA,NA
Systems Engineer Intern,General Dynamics Mission Systems,AZ,On-site,56.1
ServiceNow Developer,Cellular Sales,TN,On-site,NA
"2025 Intern - Software Engineer (ES) - Charleston, SC",Textron,NA,NA,NA
Software Engineer - Tax Calculation Engine - US Tax - Senior Associate,PwC,FL,Remote,83
Developer,Tata Consultancy Services,AZ,On-site,100
"Data Engineer, Video Platform - USDS",TikTok,NA,NA,119
