job_title,company_name,state,office_type,salary
Software Engineer,Roadie,NA,NA,NA
"Software Engineer Fullstack, Cards",Airwallex,CA,Hybrid,92
Software Engineer - Scheduling,Assembled,CA,Hybrid,125
Associate Software Developer (5495),MetroStar,VA,On-site,NA
"Software Engineer, Product (Travel)",Brex,CA,Hybrid,152
Backend Developer (Java),Київстар,MO,Remote,NA
Software Engineer - Backend,Pie Insurance,NA,NA,125
Software Engineer (supporting NASA),ASRC Federal,NA,NA,NA
Software Engineer - Vendor Management,Assembled,CA,Hybrid,125
Software Developer,CGI,NA,NA,55.6
Junior Full Stack Engineer,INSPYR Solutions,CA,Hybrid,80.0
Full Stack Engineer,Kforce Inc,RI,Hybrid,NA
Full Stack ASP.NET Blazor Developer,Kforce Inc,TX,Remote,NA
Software Engineer | Backend,Ramp,NA,Remote,161.5
Software Engineer II,Form Energy,CA,Hybrid,146
Software Engineering Intern,KLA,NA,NA,NA
Software Engineer I,Cox Automotive Inc.,TX,Hybrid,77.8
Junior Fullstack Developer,ClearBridge Technology Group,NA,NA,NA
Python Developer,Kforce Inc,NJ,Hybrid,NA
SW Engineer,Visa,NA,NA,73.4
".NET Developer / Dallas, TX / Hybrid",Motion Recruitment,TX,Hybrid,NA
Senior Software Engineer,AffiniPay,NA,NA,140
Software Engineer,impact.com,NA,On-site,100
.Net/React/AWS Developer (W2 ONLY And On Site),TEKsystems,AR,On-site,NA
"Assoc Engineer, Software",T-Mobile,NA,NA,66.9
Software Engineer ( US Remote),Motorola Solutions,NA,Remote,90
Software Engineer (.Net),EBizCharge,CA,On-site,NA
Software Engineer I,Horace Mann,IL,Hybrid,58.3
"Software Engineer, Full Stack, Vehicle Engineering",Tesla,CA,On-site,NA
"Software Engineer, Intern (Summer)",Stripe,NA,Hybrid,123.5
"Software Engineer, Intern (Summer)",Stripe,CA,On-site,123.5
Software Engineer (Experienced) - Contact Data,Assembled,NY,Hybrid,125
Website Developer - Department of Surgery,Washington University in St. Louis,MO,On-site,58.4
Software Engineer (E),KLA,NA,NA,65.2
Full Stack Engineer,Dexian,RI,On-site,NA
"Software Engineer, Intern (Summer)",Stripe,WA,Hybrid,123.5
Software Engineer (supporting NASA),ASRC Federal,NA,NA,66.0
Full Stack Developer,Kforce Inc,IL,Remote,NA
2025 Intern - Software Engineer,Adobe,NA,NA,76.0
UI Developer,EBizCharge,CA,On-site,NA
Software Engineer I (Hybrid),Principal Financial Group,IA,Hybrid,60
Software Engineer (NJUS),NetJets,OH,On-site,NA
Data Engineer I,Numerator,NA,NA,88
Associate Operations Technology Developer,Arvest Bank,NA,NA,70.3
Entry Level Data Engineer,Honeywell,OK,On-site,NA
Software Engineer- Internship,Sabre Corporation,NA,NA,NA
Application Developer I,Mecklenburg County,NC,On-site,NA
React Developer,Capco,TX,Hybrid,NA
"Data Engineer, Platform",Guideline,NA,NA,108
"Software Engineer, Product (Travel)",Brex,NY,Hybrid,152
Software Engineer II,Northwestern Mutual,WI,Hybrid,82.7
Software Engineer (Mid Level),Kforce Inc,AZ,Remote,NA
Software Engineer (E),KLA,NA,NA,77.8
"Software Engineer, Marketing Platform",Upstart,NA,NA,136.6
Software Support Engineer,"ProShip, Inc.",NA,NA,NA
"Software Engineer, Global Logistics Platform",Tesla,CA,On-site,NA
Data Software Engineer - Trading Team,Selby Jennings,IL,On-site,150
AI Developer,CGI,NA,NA,NA
TE59P1 Software Engineer,CAS,OH,Hybrid,NA
