job_title,company_name,state,office_type,salary
Software Engineer II,Fivetran,CA,Hybrid,133.9
Software Engineer - Summer Intern,Datadog,NA,NA,100
Software Engineer,Minitab,NA,NA,NA
"Software Engineer, Investing",Block,NA,NA,NA
Software Engineer,The Mom Project,NA,NA,NA
Java Engineer,KAYAK,NA,NA,NA
Software Engineer,Trane Technologies,NA,NA,85
Software Engineer (Portals),F&G,NA,NA,NA
.Net Developer,Experis,TX,Remote,NA
Software Engineer,LG Electronics North America,NA,On-site,62.8
Software Engineer Opportunities,Central Insurance,OH,Hybrid,NA
Engineer I,The College Board,VA,On-site,104
QA Engineer,Sweetwater,NA,NA,NA
Developer Success Engineer,Finch,NY,Hybrid,140
Full Stack Software Engineer (90668BR),Yale University,CT,Hybrid,NA
Software Engineer - Scheduling,Assembled,CA,Hybrid,125
Software Engineer,Imply,CA,Remote,163
Software Developer,Sandhills Global,SD,On-site,NA
Full Stack Software Engineer,Knowesis Inc.,DC,Hybrid,NA
Associate Data Engineer,FinThrive,NA,NA,NA
Software Engineer Intern (Summer 2025 - Chicago),Optiver,IL,On-site,NA
Software Engineer - Data Protection,Rubrik,CA,On-site,122.8
Software Engineer - Intern (Summer 2025),C3 AI,CA,On-site,NA
"Software Engineer, Core Pricing",Upstart,NA,NA,136.6
Graduate Software Engineer (2025 Start - Chicago),Optiver,IL,On-site,NA
"Intermediate Backend Engineer, Software Delivery: Release",GitLab,NA,NA,98
Developer Success Engineer,Finch,CA,Hybrid,140
Senior Backend Engineer,ConsultNet Technology Services and Solutions,DE,Remote,NA
IT Quality Assurance Engineer- Remote,BeyondTrust,NA,NA,NA
Software Engineering Intern,Maxar Technologies,NA,NA,51.3
Software Engineer Intern (Summer 2025 - Austin),Optiver,TX,On-site,NA
Software Engineer Intern,Raven Industries,NA,NA,41.0
"Software Engineer II, Frontend",Procore Technologies,TX,On-site,112.3
"Frontend Software Engineer, Hotels",KAYAK,NA,NA,NA
"Graduate Software Engineer (2025 Start), San Francisco",The Trade Desk,NA,NA,140
"[2025] Software Engineer, Game Engine Reliability - New Grad",Roblox,CA,Hybrid,150.1
Associate Automation Developer,Hastings Insurance Company,NA,Remote,NA
Summer 2025 Intern – Software Engineer,Empower,CT,On-site,44.0
Graduate Software Engineer (2025 Start - Austin),Optiver,TX,On-site,NA
"Intermediate Backend Engineer, Foundations: Import and Integrate",GitLab,NA,NA,98
Software Engineer - Vendor Management,Assembled,CA,Hybrid,125
Associate Web Application Developer - Engineering IT Shared Services,University of Illinois Urbana-Champaign,IL,Remote,74.7
Senior Java/Spring/Kotlin Engineer - Remote,ConsultNet Technology Services and Solutions,CA,Remote,180.0
Entry Level Software Developer,The Reynolds and Reynolds Company,NA,NA,NA
"Software Engineer, Magic Firewall",Cloudflare,TX,Hybrid,137
"Software Engineer, iOS (All Teams)",DoorDash,NA,NA,NA
Associate Software Developer,General Atomics,CA,Hybrid,72
"Full Stack Developer Intern, Summer 2025",Carters Inc.,GA,On-site,NA
Software Engineer,Arrow Search Partners,NY,Hybrid,150
"Software Engineer, Global E-commerce Customer Business",TikTok,NA,NA,137.8
"Software Engineer (Melbourne, FL)",L3Harris Technologies,FL,On-site,NA
C++ Low Latency Trading Systems Dev-NYC- 150-300K Base+Bonus,Huxley,NY,On-site,150
Software Engineering Intern,Wing,NA,NA,118
Frontend Software Engineering Intern - 2025 Summer Intern,Shield AI,NA,NA,82.0
Associate Integration Engineer,Federal Reserve Bank of San Francisco,CA,Hybrid,67.3
Founding Engineer,Motion Recruitment,NY,On-site,130
Java Software Engineer,ALTEN Technology USA,MA,On-site,80
Early Career Test Engineer,Gainwell Technologies,NA,Remote,41.4
"Software Engineer, Android (All Teams)",DoorDash,NA,NA,NA
Software Engineer (Experienced) - Contact Data,Assembled,NY,Hybrid,125
J2EE Developer,Arrow Search Partners,NA,NA,100
Software Engineer Intern - Mobile,Garmin,NA,NA,NA
DevOps Software Cloud Intern,Shure Incorporated,NA,NA,42.0
Software Engineer Intern,Garmin,NA,NA,NA
Gameplay Programmer Intern,Epic Games,NC,On-site,NA
Software Engineer – Deployment and Release,GEICO,MD,On-site,75
AI Engineer,Capital One,NA,NA,NA
Developer Platform Engineer,LSEG (London Stock Exchange Group),NY,Hybrid,NA
C++ Low Latency Trading Systems Dev-Chicago-150-300K Base+Bonus,Huxley,NY,On-site,150
Android Engineering Intern - Summer 2025,Verkada,CA,On-site,110.0
Full Stack Developer,Kforce Inc,TX,Hybrid,NA
Application Engineer (PHP),Waystar,GA,Hybrid,NA
GPS-Technology Consulting-Digital Engineering- Software Test Engineer- staff 2,EY,VA,On-site,75.8
ITSM / Integration API Developer,General Dynamics Information Technology,CA,Hybrid,NA
IT App Dev Intern,GAF,NJ,On-site,NA
Software Engineer,Rincon Research Corporation,CO,On-site,NA
Data Scientist,Noblis,NA,NA,61.6
Software Developer,Leidos,MD,Hybrid,65
Intern - Software Test Automation,Hypertherm Associates,WA,On-site,NA
Intern - Software Quality Engineer - Onsite (AZ),Raytheon,AZ,On-site,37
"Senior Engineer, Systems Test (R2882)",Shield AI,TX,On-site,104.9
AI Systems Engineer,Shopify,NA,NA,NA
"DevOps Engineer (Hanover, MD)",JD Finish Line,NA,On-site,66
Software Engineer (Experienced) - Planning & Staffing,Assembled,CA,Remote,125
Intern - API Development,GM Financial,TX,On-site,NA
Systems Engineer I,QuidelOrtho,NY,On-site,50
"Summer Intern, Android Apps",The Washington Post,DC,On-site,NA
Automated Test Software Engineer Intern,Shure Incorporated,IL,On-site,42.0
DevOps Engineer,Flash,NA,NA,110
Data Engineer,INVISTA,KS,On-site,NA
Cloud Performance Engineer Summer Intern,Pegasystems,MA,On-site,NA
"Summer Intern, iOS Apps",The Washington Post,DC,On-site,NA
Java Full Stack Developer - Typescript,Tata Consultancy Services,CO,On-site,NA
DATA ENGINEER,TriHealth,OH,On-site,NA
"Systems Reliability Engineer SRE, Edge Platform",Cloudflare,TX,Hybrid,NA
Software Developer,Tata Consultancy Services,NC,On-site,115
"Software Developer, Cockpit Systems",General Atomics,UT,Hybrid,62.5
Application Developer,ECLARO,WA,On-site,NA
Data Scientist / Engineer,Shift Technology,MA,Hybrid,90
Associate Systems Developer,First American,NA,NA,60.279999999999994
Developer,Tata Consultancy Services,NC,On-site,110
Staff Database Engineer,Visa,NA,NA,134.8
Azure Data Engineer,Inceed,MO,Hybrid,110.0
Engineering Intern - Machine Learning (Winter 2025 Co-Op),Rivian,IL,On-site,102.0
"Data Engineering Intern, Summer 2025",Carters Inc.,GA,On-site,NA
Junior Developer,Kforce Inc,FL,On-site,44.0
Summer 2025 Intern – DevOps Engineer,Empower,CT,On-site,44.0
Site Reliability Engineer - Platform,Coinbase,NA,NA,140.2
Mobile Software Developer,CGI,NA,NA,NA
Computer Vision Software Engineer,"Niantic, Inc.",CA,Hybrid,165.9
2025 Intern - Machine Learning Engineer,Adobe,NA,NA,90.0
Hiring our Heroes Skillbridge - Data Scientist,Systems Planning & Analysis,VA,On-site,NA
"Support Engineer II - Software, AccSys",Amazon,NA,NA,NA
Service Reliability Engineer in R&D – Technical Pathways Program,Eli Lilly and Company,NA,NA,NA
Software Escalation Engineer (C# & SQL),Varonis,NC,On-site,NA
"Software Engineer - TikTok Accessibility, iOS",TikTok,NA,NA,145
Application Security Engineer l,ConsultNet Technology Services and Solutions,UT,On-site,84.0
Developer,Tata Consultancy Services,NJ,On-site,90
System Engineering Intern,Intelsat,VA,Hybrid,NA
Cloud Engineer,Kforce Inc,CA,Hybrid,NA
Machine Learning Engineer - AI,Eightfold,CA,Hybrid,136
Firmware Engineer Intern,dormakaba Americas,KY,On-site,42.0
"Software Engineer, Hardware",Waymo,CA,Hybrid,158
Associate Mainframe System Programmer-TSS,Ensono,NA,NA,NA
Data Analytics Engineer - Marketing,MassMutual,MA,Hybrid,NA
Software Engineering Co-op - Spring 2025 - SEAL,Georgia Tech Research Institute,GA,On-site,NA
"SAP Integration Developer Internship - Erlanger, KY",ADM,KY,On-site,NA
"Summer Intern, Creator Experience",The Washington Post,DC,On-site,NA
Programmer- Weekend Shift,Reading Truck,OK,On-site,NA
Progress Software Developer,DP World,NA,NA,NA
Data Engineer,Robert Half,NA,On-site,NA
C++ Options Marketing Making Software Engineer - NYC / Chicago,Huxley,NY,Hybrid,250
