job_title,company_name,state,office_type,salary
Software Engineers,Shopify,NA,NA,NA
Junior Software Engineer,Brooksource,AL,Hybrid,NA
Remote Summer Internship - Software Development Engineer,Lifeway Christian Resources,NA,NA,NA
"Software Engineer, Full Stack",Charlie Health,NA,NA,130
Software Intern,KLA,NA,NA,52.0
Software Engineer - Scheduling,Assembled,CA,Hybrid,125
"Software Engineer, Associate (NJUS)",NetJets,OH,On-site,NA
"Software Engineer, Data Products",EvenUp,CA,Hybrid,NA
Software Engineering Intern,CommScope,CA,On-site,NA
Software Engineer Co-op,Ribbon Communications,MA,Hybrid,NA
CAMPUS: Software Development Engineer Associate,Capital Group,NA,NA,NA
Software Engineer II,Johnson Controls,WI,On-site,NA
Software Developer Intern,GTI Energy,NA,Hybrid,34.0
"Software Engineer, Kubernetes",Cloudflare,NA,NA,137
Software Engineer - Vendor Management,Assembled,CA,Hybrid,125
Engineer,Commvault,NJ,On-site,51
Engineer - Embedded Software,Sibros,CA,On-site,130
"Software Developer Engineer II, ACTI",Amazon,NA,NA,129.3
Full Stack Software Engineer,Affiliated Monitoring,NJ,Hybrid,NA
"Software Engineer, Capital Markets and Insights",Upstart,NA,NA,136.6
2025 Summer - Software Engineering Intern / Co-Op (R11633),MKS Instruments,UT,On-site,NA
Software Engineer I,Sierra Nevada Corporation,NA,NA,82
Software Development Engineer,Elekta,CA,Hybrid,115
Junior Software Engineer,Insight Global,FL,On-site,60
Software Engineer Intern - 3 months,Newfold Digital,ID,On-site,NA
Software Engineer,NBCUniversal,NY,On-site,105
Software Engineer II,Alaska Airlines,WA,On-site,90.3
Software Engineer Co-op,Teledyne Technologies Incorporated,NY,On-site,49.8
Software Engineer I,Cenero,NJ,Hybrid,NA
Associate Software Developer,General Atomics,CA,Hybrid,72
Software Developer,The Johns Hopkins University Applied Physics Laboratory,NA,NA,90
Software Engineer (Experienced) - Contact Data,Assembled,NY,Hybrid,125
Software Engineering Intern - Summer 2025,Motorola Solutions,TX,Hybrid,NA
"Intern, Artificial Intelligence",Iridium,VA,On-site,NA
Junior Analytics Engineer,Charter School Growth Fund,NA,NA,75
University Graduate - Software Engineer (Back-End),Navan,CA,Hybrid,78.8
Jr Software Engineer,Apex Systems,GA,Hybrid,116.31999999999998
Data Engineer I - Licensing,Spotify,NA,NA,100.7
Developer,Tata Consultancy Services,NJ,On-site,100
Entry-Level Enterprise Application Developer (Hybrid),Oak Ridge National Laboratory,TN,Hybrid,NA
